VIN (1-10),City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Electric Utility,Longitude,Latitude
1G1FZ6S09K,Bellevue,WA,98007.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,107671.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.147385,47.599975
1G1RD6S55G,Tacoma,WA,98407.0,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,-122.5113356,47.2923828
KNDC3DLC5P,Bellevue,WA,98007.0,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.147385,47.599975
5YJ3E1EB5J,Washougal,WA,98671.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),-122.35465,45.58359
1N4AZ1CP3J,Sammamish,WA,98029.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,48330.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-121.9993659,47.5484866
5YJ3E1EB3L,Seattle,WA,98199.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,59900.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.394185,47.639195
7SAYGDEE9N,Issaquah,WA,98027.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,72.0,62114.25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.03646,47.534065
5YJYGDEE8M,Puyallup,WA,98374.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.275748,47.1395924
5YJ3E1EB9L,Bothell,WA,98011.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,59900.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20578,47.762405
5YJYGDEEXM,Kent,WA,98032.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,124.66666666666652,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.235475,47.3809
KM8K23AG3P,Seattle,WA,98118.0,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,62.0,76782.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.28339,47.549285
1V25MPE84P,Joint Base Lewis Mcchord,WA,98433.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,93.0,32028.75,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.596275,47.097005
7SAYGDEE8N,Carnation,WA,98014.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-121.9105947,47.6483005
5YJ3E1EB8N,Sammamish,WA,98075.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,71.87,62128.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.03309,47.58153
5YJ3E1EA5J,Seattle,WA,98107.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.37815,47.66866
1G1RA6S51H,Tacoma,WA,98409.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83093.25,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,-122.47913,47.2198
5YJSA1E28J,Issaquah,WA,98027.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.0,98701.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.03646,47.534065
5YJ3E1EA2J,Olympia,WA,98513.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,PUGET SOUND ENERGY INC,-122.817545,46.98876
WBY1Z4C57F,Edmonds,WA,98026.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62157.0,PUGET SOUND ENERGY INC,-122.335685,47.80372
WBY1Z4C51G,Spokane Valley,WA,99216.0,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62071.5,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,-117.21264,47.6587754
WBY1Z8C34H,Eastsound,WA,98245.0,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,32556.725,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,-122.907229,48.7016716
1G1RA6S5XH,Seattle,WA,98115.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83106.75,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3185,47.67949
1N4AZ1CP5K,Bellevue,WA,98006.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,47970.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16937,47.571015
5YJYGDEE7M,Seattle,WA,98101.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,68.0,69131.25,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.335345,47.61079
1N4CZ1CV6P,Vancouver,WA,98686.0,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,109.57,33806.75,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.6483953,45.7010427
1G1RA6S55J,Kirkland,WA,98034.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83100.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
KNDJX3AEXJ,Kenmore,WA,98028.0,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111.0,33950.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2504747,47.7617128
1G1FX6S00H,Kennewick,WA,99336.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,107242.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,-119.113535,46.204945
5YJXCBE23K,Ronald,WA,98940.0,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289.0,59900.0,PUGET SOUND ENERGY INC,-121.0551802,47.2555714
5YJ3E1EB8J,Redmond,WA,98052.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
WP0AA2Y11N,Lynnwood,WA,98037.0,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC,-122.297265,47.84182
7SAYGAEE5P,Bellevue,WA,98007.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.147385,47.599975
5YJXCDE2XL,Kirkland,WA,98034.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289.0,59900.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.209285,47.71124
5YJSA1E25G,Bellingham,WA,98225.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,74838.5,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,-122.486115,48.761615
1G1RD6S58H,Ruston,WA,98407.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,BONNEVILLE POWER ADMINISTRATION||TOWN OF RUSTON - (WA)|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,-122.5113356,47.2923828
1G1FX6S05H,Seattle,WA,98103.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,107671.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34301,47.659185
WBY1Z4C52G,Seattle,WA,98107.0,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62071.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.37815,47.66866
1G1FY6S06L,Suquamish,WA,98392.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,75176.0,PUGET SOUND ENERGY INC,-122.55717,47.733415
7SAYGDEE0N,Liberty Lake,WA,99019.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,97.0,32527.85,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,-117.0923638,47.6643385
7SAYGDEFXP,Loon Lake,WA,99148.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,101.8,33195.55,AVISTA CORP,-117.63454,48.05954
1G1RB6S5XH,Sedro-Woolley,WA,98284.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83097.75,PUGET SOUND ENERGY INC,-122.234,48.506125
5YJYGDEE3M,Shoreline,WA,98155.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3175,47.7578146
7SAYGDEF0N,Pasco,WA,99301.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,-119.0982,46.232395
5YJYGDEE8M,Lakewood,WA,98499.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY,-122.5181098,47.1712579
5YJYGAEE2M,Mead,WA,99021.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,99.85,32977.1,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,-117.35761,47.76885
WBY8P4C08L,Seattle,WA,98115.0,2020,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126.0,38264.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3185,47.67949
WMEFK9BA7J,Marysville,WA,98270.0,2018,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58.0,78217.0,PUGET SOUND ENERGY INC,-122.17673,48.05542
3FMTK4SE4M,Federal Way,WA,98023.0,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.36363,47.30675
5YJYGDEE2M,Olympia,WA,98506.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,PUGET SOUND ENERGY INC,-122.8874781,47.0519573
7SAYGDEE7P,Kent,WA,98031.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,114.0,35747.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2012521,47.3931814
1N4AZ1BV1P,Ridgefield,WA,98642.0,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,114.0,35747.5,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.74291,45.818445
1G1RA6S58H,Richland,WA,99354.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83167.5,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),-119.28753,46.29747
3FMTK2R78M,Seattle,WA,98122.0,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30839,47.610365
WBY1Z8C31H,Vashon,WA,98070.0,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,32503.85,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.46049,47.44873
1G1FX6S05H,Vancouver,WA,98661.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,106891.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.641835,45.638545
5YJ3E1EA1N,Pasco,WA,99301.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,-119.0982,46.232395
5YJ3E1EA4P,Custer,WA,98240.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,101.68,33195.55,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,-122.6410958,48.919121
5YJ3E1EB4J,Lake Forest Park,WA,98155.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3175,47.7578146
5YJ3E1EA1P,Everett,WA,98208.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,75.0,54417.0,PUGET SOUND ENERGY INC,-122.2247757,47.9156409
WVWKR7AU5K,Seattle,WA,98126.0,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125.0,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.374105,47.54468
1G1RA6S5XH,Shelton,WA,98584.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,-123.105305,47.211085
5YJ3E1EB8N,Bellingham,WA,98225.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,-122.486115,48.761615
5YJYGDEE4L,Redmond,WA,98072.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,59900.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.151665,47.75855
5YJ3E1EB0M,Shoreline,WA,98155.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3175,47.7578146
1G1RA6S51J,Vancouver,WA,98686.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,82466.45,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.6483953,45.7010427
5YJYGAEE1M,Kent,WA,98092.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,75.0,54468.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.1820969,47.3198995
5YJ3E1EB3N,Spokane,WA,99224.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,97.0,32586.85,MODERN ELECTRIC WATER COMPANY,-117.460225,47.64927
5YJ3E1EBXN,Renton,WA,98058.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.1298876,47.4451257
WA12ABGE4L,Vancouver,WA,98682.0,2020,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,218.0,94883.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.5146473,45.67862
WBY1Z8C35H,Mount Vernon,WA,98273.0,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,32644.85,PUGET SOUND ENERGY INC,-122.338975,48.41333
WBY1Z8C55H,Suquamish,WA,98392.0,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,32503.85,PUGET SOUND ENERGY INC,-122.55717,47.733415
1G1RA6S54H,Mercer Island,WA,98040.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2377542,47.582905
1N4AZ1CPXK,Shoreline,WA,98133.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,47970.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34584,47.76726
1G1FZ6S00L,Clinton,WA,98236.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,75215.0,PUGET SOUND ENERGY INC,-122.359364,47.9796552
1N4AZ1CP9J,Woodinville,WA,98072.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,48330.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.151665,47.75855
1G1RD6S54G,Blaine,WA,98230.0,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,-122.74499,48.99505
1G1RD6S5XJ,Enumclaw,WA,98022.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83115.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-121.98953,47.20347
5YJ3E1EB8P,Seattle,WA,98102.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,208.0,69900.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.32226,47.64058
WBY73AW06P,Kent,WA,98031.0,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,114.0,35747.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2012521,47.3931814
1G1FZ6S0XL,Kirkland,WA,98033.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,74630.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20264,47.6785
1G1RA6S54J,Rainier,WA,98576.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83107.5,PUGET SOUND ENERGY INC,-122.6898776,46.8908492
1G1RD6S52H,Lake Stevens,WA,98258.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83127.0,PUGET SOUND ENERGY INC,-122.112265,48.0047
5YJ3E1EB1N,Seatac,WA,98148.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,53.0,83167.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.32863,47.46233
KNDC3DLC5P,Greenbank,WA,98253.0,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,53.0,83086.5,PUGET SOUND ENERGY INC,-122.6071588,48.0754917
5YJ3E1EA2J,Olympia,WA,98502.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,PUGET SOUND ENERGY INC,-122.92145,47.045935
KM8KNDAF1P,Bellevue,WA,98007.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.147385,47.599975
7FCTGAAA6N,Des Moines,WA,98198.0,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.3219166,47.4013897
1G1RB6S53H,Kirkland,WA,98033.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83100.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20264,47.6785
7SAYGDEE0P,Bellevue,WA,98027.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,72.0,62114.25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.03646,47.534065
1G1RD6S53H,Vancouver,WA,98662.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83293.75,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.5918493,45.6617058
5YJ3E1EC4N,Seattle,WA,98108.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3268963,47.5499519
WBY8P8C53K,Seattle,WA,98126.0,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126.0,38264.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.374105,47.54468
5YJYGDEE5L,Edmonds,WA,98020.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,59900.0,PUGET SOUND ENERGY INC,-122.37507,47.80807
YV4ED3UR3M,Seattle,WA,98125.0,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,101.62,33186.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.296385,47.71558
YV4ED3UB5N,Poulsbo,WA,98370.0,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,PUGET SOUND ENERGY INC,-122.64177,47.737525
5YJ3E1EC0N,Shoreline,WA,98155.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3175,47.7578146
KNDC3DLC2N,Bonney Lake,WA,98391.0,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.183805,47.18062
5YJXCBE27J,Tacoma,WA,98465.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,107710.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,-122.535405,47.24991
1G1RB6S51J,Seattle,WA,98177.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.382425,47.77279
5YJSA1E26H,Bothell,WA,98012.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,74838.5,PUGET SOUND ENERGY INC,-122.1873,47.820245
1G1RA6S59H,Tacoma,WA,98433.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83103.25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.596275,47.097005
3FMTK3SU7P,Redmond,WA,98052.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,76.0,53751.75,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
KNDJX3AE8H,Edmonds,WA,98026.0,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93.0,32250.0,PUGET SOUND ENERGY INC,-122.335685,47.80372
1N4BZ0CP5G,Bothell,WA,98011.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,43913.83333333329,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20578,47.762405
1G1RB6S5XJ,Kennewick,WA,99338.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,-119.1973001,46.1911488
5YJ3E1EB3N,Issaquah,WA,98027.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,72.0,62114.25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.03646,47.534065
