VIN (1-10),City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Electric Utility,Longitude,Latitude
5YJYGDEE0L,Everett,WA,98208.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,59900.0,PUGET SOUND ENERGY INC,-122.2247757,47.9156409
3FMTK4SXXM,Issaquah,WA,98027.0,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,72.0,62114.25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.03646,47.534065
1G1RC6S5XJ,Everett,WA,98204.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,PUGET SOUND ENERGY INC,-122.240535,47.91139
5YJXCBE24H,Mukilteo,WA,98275.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,65945.5,PUGET SOUND ENERGY INC,-122.299965,47.94171
5YJXCBE27G,Seattle,WA,98121.0,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,65945.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.344125,47.61546
1G1RC6S50H,Sedro-Woolley,WA,98284.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83097.75,PUGET SOUND ENERGY INC,-122.234,48.506125
1G1RC6S58H,Mountlake Terrace,WA,98043.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83167.5,PUGET SOUND ENERGY INC,-122.30842,47.78416
WA1LAAGE7N,Fall City,WA,98024.0,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,72.0,62242.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-121.8936184,47.5640832
KMHC05LH2K,Kent,WA,98032.0,2019,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,124.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.235475,47.3809
5YJ3E1EBXN,Lynnwood,WA,98037.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC,-122.297265,47.84182
1G1FW6S04J,Olympia,WA,98512.0,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,107710.0,PUGET SOUND ENERGY INC,-122.9131017,47.0135926
5YJ3E1EA7K,Renton,WA,98058.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.1298876,47.4451257
WVGDMPE24M,Seattle,WA,98177.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,68.0,69076.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.382425,47.77279
WVWPP7AU8F,Clinton,WA,98236.0,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83.0,45993.45,PUGET SOUND ENERGY INC,-122.359364,47.9796552
1G1FW6S07H,Tacoma,WA,98444.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,107690.5,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY,-122.43827,47.153995
5YJ3E1EA1K,Gig Harbor,WA,98335.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,-122.5835454,47.3234488
5YJYGDEEXL,Renton,WA,98055.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,59900.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.197,47.43876
1G1RA6S5XJ,Tumwater,WA,98501.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83113.5,PUGET SOUND ENERGY INC,-122.89692,47.043535
1N4AZ0CP5G,Redmond,WA,98053.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,43858.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.0222799,47.6958998
1G1FW6S07H,South Hill,WA,98375.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,107690.5,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,-122.3085456,47.1042426
1N4AZ1CP1J,Seattle,WA,98125.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,48330.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.296385,47.71558
1G1RA6S58J,Woodinville,WA,98072.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83108.1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.151665,47.75855
1G1RD6S56G,Kirkland,WA,98033.0,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83100.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.20264,47.6785
W1N9M0CB2P,Sammamish,WA,98075.0,2023,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,71.87,62128.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.03309,47.58153
1G1FX6S00J,Mercer Island,WA,98040.0,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,106286.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2377542,47.582905
5YJ3E1EBXP,Maple Valley,WA,98038.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.05191,47.357985
1G1RA6S55H,Tacoma,WA,98405.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,-122.45153,47.251135
WBY8P4C55K,Seattle,WA,98178.0,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126.0,38264.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.234385,47.494545
5YJSA1E25J,Seattle,WA,98105.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.0,99150.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.319115,47.66132
5YJ3E1EC3P,Port Orchard,WA,98367.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,PUGET SOUND ENERGY INC,-122.6847073,47.50524
7SAYGDEE6P,Bonney Lake,WA,98391.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.183805,47.18062
1G1RC6S55H,Maple Valley,WA,98038.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83113.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.05191,47.357985
5YJ3E1EC7L,Seattle,WA,98105.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308.0,59900.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.319115,47.66132
WAUCJBFW8N,Seattle,WA,98103.0,2022,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,124.9655172413792,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34301,47.659185
7SAYGDEE1N,Shoreline,WA,98177.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,68.0,69076.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.382425,47.77279
5YJYGDEE5L,Renton,WA,98056.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,59900.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.180505,47.500055
1G1RA6S57J,Bellevue,WA,98006.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83121.21428571433,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.16937,47.571015
YV4ED3UL1P,Olympia,WA,98513.0,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,97.0,32644.85,PUGET SOUND ENERGY INC,-122.817545,46.98876
5YJXCBE22L,Woodinville,WA,98072.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293.0,59900.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.151665,47.75855
1G1RC6S55J,Seattle,WA,98115.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83106.75,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3185,47.67949
5YJYGDEE2L,Seattle,WA,98101.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,59900.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.335345,47.61079
5YJYGDEE0M,Cheney,WA,99004.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,106.84,33577.55,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,-117.57579,47.492775
5YJ3E1EB8J,Kent,WA,98042.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.111625,47.36078
7SAYGDEE4P,Seattle,WA,98117.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,58.0,78195.75,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.37275,47.68968
WBY1Z4C5XF,Woodinville,WA,98072.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62117.1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.151665,47.75855
WBY1Z8C35H,Bellingham,WA,98229.0,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,32574.35,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,-122.4569227,48.7470973
5YJ3E1EB7K,Vancouver,WA,98685.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.70302,45.703706
WVGGNPE22N,Lake Stevens,WA,98258.0,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC,-122.112265,48.0047
1N4BZ1DV8M,Shoreline,WA,98177.0,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,68.0,69076.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.382425,47.77279
1N4AZ1CV2M,Ferndale,WA,98248.0,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,101.68,33195.55,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,-122.6011039,48.85324
1N4AZ1CP2K,Seattle,WA,98104.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,47970.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.329075,47.6018
5YJ3E1EB9J,Auburn,WA,98092.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.1820969,47.3198995
WBY1Z8C57H,Seattle,WA,98103.0,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,32503.85,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34301,47.659185
1N4AZ0CP9F,Vancouver,WA,98684.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,43238.45,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.51692,45.6228
5YJ3E1EC6P,Arlington,WA,98223.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,124.5,37904.5,PUGET SOUND ENERGY INC,-122.12324,48.19485
1N4AZ0CP4F,Bainbridge Island,WA,98110.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,43900.0,PUGET SOUND ENERGY INC,-122.5235781,47.6293323
1N4AZ0CP3F,Redmond,WA,98052.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,43962.25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.12302,47.67668
5YJ3E1EA0P,Vancouver,WA,98682.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.5146473,45.67862
5YJ3E1EB5M,Bellingham,WA,98225.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,-122.486115,48.761615
5YJXCAE2XL,Bellevue,WA,98004.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293.0,59900.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.201905,47.61385
1N4BZ0CP2G,Mercer Island,WA,98040.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,43858.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2377542,47.582905
5YJSA1E24J,Cashmere,WA,98815.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.0,98896.5,PUD NO 1 OF CHELAN COUNTY,-120.4687,47.5173233
1G1RC6S56H,Vancouver,WA,98663.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,82493.45,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.666325,45.641205
5YJ3E1EA9M,Maple Valley,WA,98038.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.05191,47.357985
KMHM34AAXP,Kent,WA,98031.0,2023,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,114.0,35747.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2012521,47.3931814
1G1RB6S58J,Fox Island,WA,98333.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83094.0,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,-122.6066806,47.2254086
1V25MPE8XP,Lake Forest Park,WA,98155.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3175,47.7578146
1G1FX6S07J,Lynnwood,WA,98036.0,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,106286.5,PUGET SOUND ENERGY INC,-122.316675,47.819365
7SAYGAEEXP,Seattle,WA,98108.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3268963,47.5499519
KMHM54AC8P,Lake Forest Park,WA,98155.0,2023,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3175,47.7578146
5YJ3E1EB9J,Mercer Island,WA,98040.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2377542,47.582905
7SAYGAEEXP,Fall City,WA,98024.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,72.0,62242.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-121.8936184,47.5640832
1N4BZ1BV4M,Everett,WA,98204.0,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,106.56,33568.0,PUGET SOUND ENERGY INC,-122.240535,47.91139
WBY1Z4C51G,Seattle,WA,98108.0,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62128.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3268963,47.5499519
7PDSGABL4N,Seattle,WA,98119.0,2022,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.363815,47.63046
WBY1Z4C50F,Seattle,WA,98112.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62121.95,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.30764,47.62523
5YJ3E1EA5P,Graham,WA,98338.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,-122.2953401,47.0763961
5YJYGDEE9M,Federal Way,WA,98023.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.36363,47.30675
WVGKMPE28M,Olympia,WA,98506.0,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,PUGET SOUND ENERGY INC,-122.8874781,47.0519573
1G1RA6S55H,Seattle,WA,98103.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83086.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34301,47.659185
5YJYGDEE1M,Issaquah,WA,98027.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,72.0,62114.25,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.03646,47.534065
5YJ3E1EB2J,Bothell,WA,98021.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,PUGET SOUND ENERGY INC,-122.179458,47.802589
5YJ3E1EBXJ,Seattle,WA,98115.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.3185,47.67949
1G1FZ6S06L,Woodinville,WA,98072.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,74961.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.151665,47.75855
7FCTGAALXN,Wenatchee,WA,98801.0,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,PUD NO 1 OF CHELAN COUNTY,-120.32009,47.42255
5YJ3E1EAXP,Lacey,WA,98503.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,111.0,33950.0,PUGET SOUND ENERGY INC,-122.8285,47.03646
1N4BZ1BV2N,Shoreline,WA,98177.0,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,68.0,69076.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.382425,47.77279
5YJ3E1EBXJ,Port Orchard,WA,98366.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,PUGET SOUND ENERGY INC,-122.639265,47.5373
1G1RB6S50J,Kenmore,WA,98028.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83113.5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.2504747,47.7617128
7SAXCDE56P,Kennewick,WA,99338.0,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,125.0,37904.5,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,-119.1973001,46.1911488
1G1FW6S07K,Joint Base Lewis Mcchord,WA,98433.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,107710.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),-122.596275,47.097005
5YJ3E1EA6K,Washougal,WA,98671.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),-122.35465,45.58359
3C3CFFGE6G,Belfair,WA,98528.0,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,43925.25,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,-122.8551647,47.4495785
1G1RB6S52H,Seattle,WA,98133.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,83118.9,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34584,47.76726
1N4AZ1CP1K,Olympia,WA,98502.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,47970.5,PUGET SOUND ENERGY INC,-122.92145,47.045935
1G1FX6S07H,Seattle,WA,98116.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,107710.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.38679,47.56484
7SAYGDEE6P,Everett,WA,98201.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,PUGET SOUND ENERGY INC,-122.20722,47.979935
5YJ3E1EB1M,East Wenatchee,WA,98802.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,107.0,33596.65,PUD NO 1 OF DOUGLAS COUNTY,-120.28674,47.4176
WBY1Z4C5XF,Burien,WA,98168.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62128.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.286465,47.476
1N4BZ1DPXL,Lake Stevens,WA,98258.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,88782.5,PUGET SOUND ENERGY INC,-122.112265,48.0047
5YJYGDEF0L,Chelan,WA,98816.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,59900.0,PUD NO 1 OF CHELAN COUNTY,-120.015875,47.839895
7SAYGDEE9P,Seattle,WA,98103.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,124.9655172413792,37904.5,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),-122.34301,47.659185
1N4BZ0CP4G,Everett,WA,98201.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,43858.5,PUGET SOUND ENERGY INC,-122.20722,47.979935
5YJXCAE20L,East Wenatchee,WA,98802.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293.0,59900.0,PUD NO 1 OF DOUGLAS COUNTY,-120.28674,47.4176
7FCTGAAA0N,Ferndale,WA,98248.0,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,101.68,33195.55,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,-122.6011039,48.85324
WBY1Z4C54F,Port Townsend,WA,98368.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,62071.5,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,-122.7644197,48.1195874
5YJ3E1EA1K,Lynnwood,WA,98087.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,PUGET SOUND ENERGY INC,-122.2551991,47.8650827
